paper,material,property_name,property_value,property_unit,definition
Paper_DB/Paper_15.pdf,La2Cu0.98Zn0.02O4,common name of structure,T,,"The conventional or informal name for a material's crystal structure, as commonly used within the condensed matter physics community, particularly as it relates to superconducting materials."
Paper_DB/Paper_15.pdf,La2Cu0.98Zn0.02O4,thermal conductivity at 300 K for heat flow//c-axis,2.17,W/m.K,thermal conductivity at 300K for heat flow//c-axis
Paper_DB/Paper_15.pdf,La2Cu0.98Zn0.02O4,thermal conductivity at 300 K for heat flow//ab-plane,7.84,W/m.K,thermal conductivity at 300K for heat flow//ab-plane
Paper_DB/Paper_15.pdf,La2Cu0.99Zn0.01O4,common formula of materials,"La2(Cu,Zn)O4",,common formula of materials
Paper_DB/Paper_15.pdf,La2Cu0.99Zn0.01O4,shape,3,,"*sample form (1: single phase(bulk),2: multi phase (bulk),3: single crystal(bulk) ,4:film,5:film(single))"
Paper_DB/Paper_15.pdf,La2Cu0.99Zn0.01O4,common name of structure,T,,"The conventional or informal name for a material's crystal structure, as commonly used within the condensed matter physics community, particularly as it relates to superconducting materials."
Paper_DB/Paper_15.pdf,La2Cu0.99Zn0.01O4,thermal conductivity at 300 K for heat flow//c-axis,2.17,W/m.K,thermal conductivity at 300K for heat flow//c-axis
Paper_DB/Paper_15.pdf,La2Cu0.99Zn0.01O4,thermal conductivity at 300 K for heat flow//ab-plane,9.06,W/m.K,thermal conductivity at 300K for heat flow//ab-plane
Paper_DB/Paper_15.pdf,La2Cu1O4,Neel temperature,306,,Neel temperature
Paper_DB/Paper_15.pdf,La2Cu1O4,thermal conductivity at 300 K for heat flow//c-axis,2.69,W/m.K,thermal conductivity at 300K for heat flow//c-axis
Paper_DB/Paper_15.pdf,La2Cu1O4,thermal conductivity at 300 K for heat flow//ab-plane,13.74,W/m.K,thermal conductivity at 300K for heat flow//ab-plane
Paper_DB/Paper_2.pdf,Ir1Sn4,common formula of materials,beta-IrSn4,,common formula of materials
Paper_DB/Paper_2.pdf,Ir1Sn4,shape,3,,"*sample form (1: single phase(bulk),2: multi phase (bulk),3: single crystal(bulk) ,4:film,5:film(single))"
Paper_DB/Paper_2.pdf,Ir1Sn4,common name of structure,MoSn4,,"The conventional or informal name for a material's crystal structure, as commonly used within the condensed matter physics community, particularly as it relates to superconducting materials."
Paper_DB/Paper_2.pdf,Ir1Sn4,space group,I4<1>/acd,,space group
Paper_DB/Paper_2.pdf,Ir1Sn4,lattice constant a,6.308,A,The crystallographic parameter 'a' defining the length of the unit cell along the 'a' direction.
Paper_DB/Paper_2.pdf,Ir1Sn4,lattice constant c,22.739,A,"The length of the unit cell along the c-axis, critical to the crystal structure in condensed matter physics and superconductivity."
Paper_DB/Paper_2.pdf,Ir1Sn4,transition temperature (R = 0),0.84,,The temperature below which a superconductor exhibits zero electrical resistivity ($R=0$).
Paper_DB/Paper_2.pdf,Ir1Sn4,transition temperature (mid point),0.93,,The critical temperature ($T_c$) of a superconductor measured as the temperature at which the electrical resistivity (R) reaches 50% of its normal-state value during the transition to the superconducting state.
Paper_DB/Paper_2.pdf,Ir1Sn4,transition temperature (R = 100%),1,,"The critical temperature ($T_c$) of a superconductor, measured at the onset of superconductivity (where electrical resistivity R = 100%)."
Paper_DB/Paper_2.pdf,Ir1Sn4,Tc from susceptibility measurement,0.9,K,"The critical temperature (Tc) of a superconductor as determined by the abrupt change in magnetic susceptibility, which signifies the onset of perfect diamagnetism and the superconducting state."
Paper_DB/Paper_2.pdf,Ir1Sn4,transition width for resistive transition,0.15,K,The temperature range where a superconductor's electrical resistivity drops from 90% to 10% during the transition to the superconducting state.
Paper_DB/Paper_2.pdf,Ir1Sn4,Tc (of this sample) recommended,0.93,K,The recommended superconducting critical temperature ($T_c$) specific to the sample.
Paper_DB/Paper_2.pdf,Ir1Sn4,method of Hc1 derivation,M-H curve,mT,"method of Hc1 derivation (1.magnetization, 2.ac susceptibility, 3.resistivity, 4.heat capacity, 5.tunneling, 6.infrared spectroscopy, 7.thermal conductivity, 8.Raman spectroscopy , 9.nuclear magnetic resonance, 10.surface impedance, 11.neutron diffraction, 12.photoemission spectroscopy, 13.microwave transmission, 14.Others)"
Paper_DB/Paper_2.pdf,Ir1Sn4,Hc1 at given temperature for poly crystal,3,mT,Hc1 at given temperature for poly crystal
Paper_DB/Paper_2.pdf,Ir1Sn4,measuring temperature,0.5,,measuring temperature
Paper_DB/Paper_2.pdf,Ir1Sn4,method of Hc2 derivation,"RES, WHH",mT,method of Hc2 derivation
Paper_DB/Paper_2.pdf,Ir1Sn4,method of Hc2 derivation,"SP,RES,WHH",mT,method of Hc2 derivation
Paper_DB/Paper_2.pdf,Ir1Sn4,Hc2 at 0 K for poly crystal,8,mT,Hc2 at 0 K for poly crystal
Paper_DB/Paper_2.pdf,Ir1Sn4,Hc2 at 0 K for poly crystal,8.1,mT,Hc2 at 0 K for poly crystal
Paper_DB/Paper_2.pdf,Ir1Sn4,Hc2 at given temperature for poly crystal,6.8,mT,Hc2 at given temperature for poly crystal
Paper_DB/Paper_2.pdf,Ir1Sn4,measuring temperature,0.15,,measuring temperature
Paper_DB/Paper_2.pdf,Ir1Sn4,method of dHc2/dT derivation,"RES,SP",mT/K,"method of dHc2/dT derivation (1.magnetization, 2.ac susceptibility, 3.resistivity, 4.heat capacity, 5.tunneling, 6.infrared spectroscopy, 7.thermal conductivity, 8.Raman spectroscopy , 9.nuclear magnetic resonance, 10.surface impedance, 11.neutron diffraction, 12.photoemission spectroscopy, 13.microwave transmission, 14.Others)"
Paper_DB/Paper_2.pdf,Ir1Sn4,#NAME?,9.83,mT/K,"The negative derivative of the upper critical magnetic field ($H_{c2}$) with respect to temperature ($T$) evaluated at the superconducting transition temperature ($T_c$), representing how rapidly $H_{c2}$ decreases with increasing temperature near $T_c$ in a polycrystalline sample."
Paper_DB/Paper_2.pdf,Ir1Sn4,method of COHERE derivation,"Hc2, spherical Fermi surface model",A,The technique used to determine the superconducting coherence length.
Paper_DB/Paper_2.pdf,Ir1Sn4,coherence length at 0 K for poly crystal,1930,A,coherence length at 0 K for poly crystal
Paper_DB/Paper_2.pdf,Ir1Sn4,method of PENET derivation,"Hc2, spherical Fermi surface model",A,The technique used to measure the penetration depth of a superconductor.
Paper_DB/Paper_2.pdf,Ir1Sn4,penetration depth at 0 K for poly crystal,1150,A,penetration depth at 0 K for poly crystal
Paper_DB/Paper_2.pdf,Ir1Sn4,"normarized energy gap at 0 K , 2delta(0)/kTc",3.55,,"normarized energy gap at 0 K , 2delta(0)/kTc"
Paper_DB/Paper_2.pdf,Ir1Sn4,method of measuring energy gap,14,,"Experimental techniques used to determine the gap energy in superconductors, including tunneling, infrared spectroscopy, thermal conductivity, Raman spectroscopy, AC susceptibility, nuclear magnetic resonance, surface impedance, neutron diffraction, ultraviolet photoemission spectroscopy, and microwave transmission."
Paper_DB/Paper_2.pdf,Ir1Sn4,coefficient of electronic specific heat,5.2,mJ/mol.K2,coefficient of electronic specific heat
Paper_DB/Paper_2.pdf,Ir1Sn4,Debye temperature,221,,Debye temperature
Paper_DB/Paper_2.pdf,Ir1Sn4,method for derivation of Debye temperature,SP,,method for derivation of Debye temperature
Paper_DB/Paper_2.pdf,Ir1Sn4,resistivity at normal-T for poly crystal,3,uOhm.cm,resistivity at normal-T for poly crystal
Paper_DB/Paper_2.pdf,Ir1Sn4,resistivity at RT for poly crystal,80,uOhm.cm,resistivity at RT for poly crystal
Paper_DB/Paper_2.pdf,Ir1Sn4,Hall coefficient at 300 K,8.95E-10,m3/C,Hall coefficient at 300K
Paper_DB/Paper_2.pdf,Ir1Sn4,"Hall coefficient for single, H//c-axis",8.95E-10,,"The Hall coefficient specifically measured in a single crystal material where the applied magnetic field (H) is oriented parallel to the crystallographic c-axis, quantifying the response of free charge carriers to the magnetic field in this configuration."
Paper_DB/Paper_2.pdf,Ir1Sn4,carrier density at 300 K,6.98E+27,n/m3,carrier density at 300K
Paper_DB/Paper_2.pdf,Ir1Sn4,raw materials,"Ir(4N),Sn(5N)",,The foundational substances used for the synthesis of a specific superconducting material.
Paper_DB/Paper_3.pdf,Mo2C1,common formula of materials,Mo2C,,common formula of materials
Paper_DB/Paper_3.pdf,Mo2C1,shape,3,,"*sample form (1: single phase(bulk),2: multi phase (bulk),3: single crystal(bulk) ,4:film,5:film(single))"
Paper_DB/Paper_3.pdf,Mo2C1,"*crystal structure, symmetry",1,,"*crystal structure, symmetry ( 1=cubic,2=tetragonal,3=orthorhombic,4=monoclinic,5=triclinic,6=trigonal,7=hexagonal)"
Paper_DB/Paper_3.pdf,Mo2C1,common name of structure,orthrhombic,,"The conventional or informal name for a material's crystal structure, as commonly used within the condensed matter physics community, particularly as it relates to superconducting materials."
Paper_DB/Paper_3.pdf,Mo2C1,lattice constant a,4.77,A,The crystallographic parameter 'a' defining the length of the unit cell along the 'a' direction.
Paper_DB/Paper_3.pdf,Mo2C1,lattice constant b,5.98,A,"The length of the unit cell edge along the 'b' direction, which defines the crystal structure geometry in condensed matter materials like superconductors."
Paper_DB/Paper_3.pdf,Mo2C1,lattice constant c,5.21,A,"The length of the unit cell along the c-axis, critical to the crystal structure in condensed matter physics and superconductivity."
Paper_DB/Paper_3.pdf,Mo2C1,*method of analysis for structure,1,,*method of analysis for structure (1.X-ray crystallography 2.Neutron　crystallography 3.Powder x-ray diffraction 4.Powder neutron diffraction　5.Electron diffraction）
Paper_DB/Paper_3.pdf,Mo2C1,transition temperature (R = 0),2.76,,The temperature below which a superconductor exhibits zero electrical resistivity ($R=0$).
Paper_DB/Paper_3.pdf,Mo2C1,transition temperature (R = 100%),3.3,,"The critical temperature ($T_c$) of a superconductor, measured at the onset of superconductivity (where electrical resistivity R = 100%)."
Paper_DB/Paper_3.pdf,Mo2C1,Tc (of this sample) recommended,3.03,K,The recommended superconducting critical temperature ($T_c$) specific to the sample.
Paper_DB/Paper_3.pdf,Mo2C1,tc measurement method,3,K,"A technique used to determine the superconducting critical temperature ($T_c$), categorized by methods such as: 1. magnetization, 2. AC susceptibility, 3. resistivity, 4. heat capacity, 5. tunneling, 6. infrared spectroscopy, 7. thermal conductivity, 8. Raman spectroscopy, 9. nuclear magnetic resonance, 10. surface impedance, 11. neutron diffraction, 12. photoemission spectroscopy, 13. microwave transmission, or 14. others."
Paper_DB/Paper_3.pdf,Mo2C1,Hc2 at given temperature for single crystal H//ab-plane,8.35,T,Hc2 at given temperature for single crystal H//ab-plane
Paper_DB/Paper_3.pdf,Mo2C1,Hc2 at given temperature for single crystal H//c-axis,0.327,T,Hc2 at given temperature for single crystal H//c-axis
Paper_DB/Paper_3.pdf,Mo2C1,measuring temperature,1.8,,measuring temperature
Paper_DB/Paper_3.pdf,Mo2C1,method of COHERE derivation,resistivity,,The technique used to determine the superconducting coherence length.
Paper_DB/Paper_3.pdf,Mo2C1,coherence length at 0 K for single crystal for H ⊥ab-plane,22,,"The characteristic size of a Cooper pair or the spatial scale over which the superconducting order parameter varies at zero temperature, measured for a single crystal with the magnetic field applied perpendicular to the ab-plane."
Paper_DB/Paper_3.pdf,Mo2C1,resistivity at normal-T for single crystal for J//ab-plane,4.85,ohm,"Electrical resistivity of a single crystal superconductor measured in the normal state (above $T_c$), with the current density (J) directed parallel to the crystallographic $ab$-plane."
Paper_DB/Paper_3.pdf,Mo2C1,normal temperature,10,,"The temperature, typically room temperature, at which a material is in its normal state and does not exhibit superconductivity."
Paper_DB/Paper_3.pdf,Mo2C1,carrier density at 300 K,4.80E+16,cm-2,carrier density at 300K
Paper_DB/Paper_3.pdf,Mo2C1,raw materials,"Mo, C",,The foundational substances used for the synthesis of a specific superconducting material.
Paper_DB/Paper_3.pdf,Mo2C1,*preparation method,18,,The specific technique or process used to create or synthesize the material sample.
Paper_DB/Paper_3.pdf,Mo2C1,substrate,Mo foil,,The foundational material onto which a superconducting thin film is grown or deposited.
Paper_DB/Paper_4.pdf,Hf1Pd1Si1,common formula of materials,HfPdSi,,common formula of materials
Paper_DB/Paper_4.pdf,Hf1Pd1Si1,shape,1,,"*sample form (1: single phase(bulk),2: multi phase (bulk),3: single crystal(bulk) ,4:film,5:film(single))"
Paper_DB/Paper_4.pdf,Hf1Pd1Si1,temperature independent term in susceptibility,-0.000051,emu/mol,"The static magnetic susceptibility, $\chi(0)$, representing the term in susceptibility that is independent of temperature, often associated with Temperature Independent Paramagnetism (TIP)."
Paper_DB/Paper_4.pdf,Hf1Pd1Si1,Curie constant,0.0000717,emu/mol,Curie constant
Paper_DB/Paper_4.pdf,Hf1Pd1Si1,magnetic moment per formula,0.00482,myu-B/mol,magnetic moment per formula
Paper_DB/Paper_4.pdf,Hf1Pd1Si1,Curie temperature,-1.23,,Curie temperature
Paper_DB/Paper_4.pdf,Hf1Pd1Si1,density (gcm-3),10,,Density
Paper_DB/Paper_4.pdf,Hf1Pd1Si1,"*crystal structure, symmetry",3,,"*crystal structure, symmetry ( 1=cubic,2=tetragonal,3=orthorhombic,4=monoclinic,5=triclinic,6=trigonal,7=hexagonal)"
Paper_DB/Paper_4.pdf,Hf1Pd1Si1,common name of structure,Co2Si,,"The conventional or informal name for a material's crystal structure, as commonly used within the condensed matter physics community, particularly as it relates to superconducting materials."
Paper_DB/Paper_4.pdf,Hf1Pd1Si1,space group,Pnma,,space group
Paper_DB/Paper_4.pdf,Hf1Pd1Si1,lattice constant a,6.57,A,The crystallographic parameter 'a' defining the length of the unit cell along the 'a' direction.
Paper_DB/Paper_4.pdf,Hf1Pd1Si1,lattice constant b,3.874,A,"The length of the unit cell edge along the 'b' direction, which defines the crystal structure geometry in condensed matter materials like superconductors."
Paper_DB/Paper_4.pdf,Hf1Pd1Si1,lattice constant c,7.565,A,"The length of the unit cell along the c-axis, critical to the crystal structure in condensed matter physics and superconductivity."
Paper_DB/Paper_4.pdf,Hf1Pd1Si1,lowest temperature for measurement (not superconducting),1.5,K,The minimum measured temperature for samples that do not exhibit superconductivity.
Paper_DB/Paper_4.pdf,Hf1Pd1Si1,raw materials,"Hf(3N),Si(6N),Pt(4N),Pd(3N)",,The foundational substances used for the synthesis of a specific superconducting material.
Paper_DB/Paper_4.pdf,Hf1Pt1Si1,common formula of materials,HfPtSi,,common formula of materials
Paper_DB/Paper_4.pdf,Hf1Pt1Si1,shape,1,,"*sample form (1: single phase(bulk),2: multi phase (bulk),3: single crystal(bulk) ,4:film,5:film(single))"
Paper_DB/Paper_4.pdf,Hf1Pt1Si1,temperature independent term in susceptibility,-0.000133,emu/mol,"The static magnetic susceptibility, $\chi(0)$, representing the term in susceptibility that is independent of temperature, often associated with Temperature Independent Paramagnetism (TIP)."
Paper_DB/Paper_4.pdf,Hf1Pt1Si1,Curie constant,0.000288,emu/mol,Curie constant
Paper_DB/Paper_4.pdf,Hf1Pt1Si1,magnetic moment per formula,0.00482,myu-B/mol,magnetic moment per formula
Paper_DB/Paper_4.pdf,Hf1Pt1Si1,Curie temperature,-1.82,,Curie temperature
Paper_DB/Paper_4.pdf,Hf1Pt1Si1,density (gcm-3),13.98,,Density
Paper_DB/Paper_4.pdf,Hf1Pt1Si1,"*crystal structure, symmetry",3,,"*crystal structure, symmetry ( 1=cubic,2=tetragonal,3=orthorhombic,4=monoclinic,5=triclinic,6=trigonal,7=hexagonal)"
Paper_DB/Paper_4.pdf,Hf1Pt1Si1,common name of structure,Co2Si,,"The conventional or informal name for a material's crystal structure, as commonly used within the condensed matter physics community, particularly as it relates to superconducting materials."
Paper_DB/Paper_4.pdf,Hf1Pt1Si1,space group,Pnma,,space group
Paper_DB/Paper_4.pdf,Hf1Pt1Si1,lattice constant a,6.549,A,The crystallographic parameter 'a' defining the length of the unit cell along the 'a' direction.
Paper_DB/Paper_4.pdf,Hf1Pt1Si1,lattice constant b,3.883,A,"The length of the unit cell edge along the 'b' direction, which defines the crystal structure geometry in condensed matter materials like superconductors."
Paper_DB/Paper_4.pdf,Hf1Pt1Si1,lattice constant c,7.506,A,"The length of the unit cell along the c-axis, critical to the crystal structure in condensed matter physics and superconductivity."
Paper_DB/Paper_4.pdf,Hf1Pt1Si1,lowest temperature for measurement (not superconducting),1.5,K,The minimum measured temperature for samples that do not exhibit superconductivity.
Paper_DB/Paper_4.pdf,Hf1Pt1Si1,raw materials,"Hf(3N),Si(6N),Pt(4N),Pd(3N)",,The foundational substances used for the synthesis of a specific superconducting material.
Paper_DB/Paper_4.pdf,Hf1Rh0.7Pd0.3Si1,common formula of materials,"Hf(Rh,Pd)Si",,common formula of materials
Paper_DB/Paper_4.pdf,Hf1Rh0.7Pd0.3Si1,shape,1,,"*sample form (1: single phase(bulk),2: multi phase (bulk),3: single crystal(bulk) ,4:film,5:film(single))"
Paper_DB/Paper_4.pdf,Hf1Rh0.7Pd0.3Si1,temperature independent term in susceptibility,0.000113,emu/mol,"The static magnetic susceptibility, $\chi(0)$, representing the term in susceptibility that is independent of temperature, often associated with Temperature Independent Paramagnetism (TIP)."
Paper_DB/Paper_4.pdf,Hf1Rh0.7Pd0.3Si1,lattice constant a,6.4897,A,The crystallographic parameter 'a' defining the length of the unit cell along the 'a' direction.
Paper_DB/Paper_4.pdf,Hf1Rh0.7Pd0.3Si1,lattice constant b,3.8756,A,"The length of the unit cell edge along the 'b' direction, which defines the crystal structure geometry in condensed matter materials like superconductors."
Paper_DB/Paper_4.pdf,Hf1Rh0.7Pd0.3Si1,lattice constant c,7.4606,A,"The length of the unit cell along the c-axis, critical to the crystal structure in condensed matter physics and superconductivity."
Paper_DB/Paper_4.pdf,Hf1Rh0.7Pd0.3Si1,Tc from susceptibility measurement,1.75,K,"The critical temperature (Tc) of a superconductor as determined by the abrupt change in magnetic susceptibility, which signifies the onset of perfect diamagnetism and the superconducting state."
Paper_DB/Paper_4.pdf,Hf1Rh0.7Pd0.3Si1,Tc (of this sample) recommended,1.75,K,The recommended superconducting critical temperature ($T_c$) specific to the sample.
Paper_DB/Paper_4.pdf,Hf1Rh0.7Pd0.3Si1,resistivity at normal-T for poly crystal,901,uOhm.cm,resistivity at normal-T for poly crystal
Paper_DB/Paper_4.pdf,Hf1Rh0.7Pd0.3Si1,raw materials,"Hf(3N),Si(6N),Pt(4N),Pd(3N)",,The foundational substances used for the synthesis of a specific superconducting material.
Paper_DB/Paper_4.pdf,Hf1Rh0.8Pd0.2Si1,common formula of materials,"Hf(Rh,Pd)Si",,common formula of materials
Paper_DB/Paper_4.pdf,Hf1Rh0.8Pd0.2Si1,shape,1,,"*sample form (1: single phase(bulk),2: multi phase (bulk),3: single crystal(bulk) ,4:film,5:film(single))"
Paper_DB/Paper_4.pdf,Hf1Rh0.8Pd0.2Si1,temperature independent term in susceptibility,0.000122,emu/mol,"The static magnetic susceptibility, $\chi(0)$, representing the term in susceptibility that is independent of temperature, often associated with Temperature Independent Paramagnetism (TIP)."
Paper_DB/Paper_4.pdf,Hf1Rh0.8Pd0.2Si1,lattice constant a,6.4984,A,The crystallographic parameter 'a' defining the length of the unit cell along the 'a' direction.
Paper_DB/Paper_4.pdf,Hf1Rh0.8Pd0.2Si1,lattice constant b,3.8938,A,"The length of the unit cell edge along the 'b' direction, which defines the crystal structure geometry in condensed matter materials like superconductors."
Paper_DB/Paper_4.pdf,Hf1Rh0.8Pd0.2Si1,lattice constant c,7.4598,A,"The length of the unit cell along the c-axis, critical to the crystal structure in condensed matter physics and superconductivity."
Paper_DB/Paper_4.pdf,Hf1Rh0.8Pd0.2Si1,Tc from susceptibility measurement,1.85,K,"The critical temperature (Tc) of a superconductor as determined by the abrupt change in magnetic susceptibility, which signifies the onset of perfect diamagnetism and the superconducting state."
Paper_DB/Paper_4.pdf,Hf1Rh0.8Pd0.2Si1,Tc (of this sample) recommended,1.85,K,The recommended superconducting critical temperature ($T_c$) specific to the sample.
Paper_DB/Paper_4.pdf,Hf1Rh0.8Pd0.2Si1,resistivity at normal-T for poly crystal,392,uOhm.cm,resistivity at normal-T for poly crystal
Paper_DB/Paper_4.pdf,Hf1Rh0.8Pd0.2Si1,raw materials,"Hf(3N),Si(6N),Pt(4N),Pd(3N)",,The foundational substances used for the synthesis of a specific superconducting material.
Paper_DB/Paper_4.pdf,Hf1Rh0.9Pd0.1Si1,common formula of materials,"Hf(Rh,Pd)Si",,common formula of materials
Paper_DB/Paper_4.pdf,Hf1Rh0.9Pd0.1Si1,shape,1,,"*sample form (1: single phase(bulk),2: multi phase (bulk),3: single crystal(bulk) ,4:film,5:film(single))"
Paper_DB/Paper_4.pdf,Hf1Rh0.9Pd0.1Si1,temperature independent term in susceptibility,0.000127,emu/mol,"The static magnetic susceptibility, $\chi(0)$, representing the term in susceptibility that is independent of temperature, often associated with Temperature Independent Paramagnetism (TIP)."
Paper_DB/Paper_4.pdf,Hf1Rh0.9Pd0.1Si1,lattice constant a,6.4851,A,The crystallographic parameter 'a' defining the length of the unit cell along the 'a' direction.
Paper_DB/Paper_4.pdf,Hf1Rh0.9Pd0.1Si1,lattice constant b,3.8985,A,"The length of the unit cell edge along the 'b' direction, which defines the crystal structure geometry in condensed matter materials like superconductors."
Paper_DB/Paper_4.pdf,Hf1Rh0.9Pd0.1Si1,lattice constant c,7.434,A,"The length of the unit cell along the c-axis, critical to the crystal structure in condensed matter physics and superconductivity."
Paper_DB/Paper_4.pdf,Hf1Rh0.9Pd0.1Si1,Tc from susceptibility measurement,1.95,K,"The critical temperature (Tc) of a superconductor as determined by the abrupt change in magnetic susceptibility, which signifies the onset of perfect diamagnetism and the superconducting state."
Paper_DB/Paper_4.pdf,Hf1Rh0.9Pd0.1Si1,Tc (of this sample) recommended,1.95,K,The recommended superconducting critical temperature ($T_c$) specific to the sample.
Paper_DB/Paper_4.pdf,Hf1Rh0.9Pd0.1Si1,resistivity at normal-T for poly crystal,344,uOhm.cm,resistivity at normal-T for poly crystal
Paper_DB/Paper_4.pdf,Hf1Rh0.9Pd0.1Si1,raw materials,"Hf(3N),Si(6N),Pt(4N),Pd(3N)",,The foundational substances used for the synthesis of a specific superconducting material.
Paper_DB/Paper_4.pdf,Hf1Rh1Si1,common formula of materials,HfPdSi,,common formula of materials
Paper_DB/Paper_4.pdf,Hf1Rh1Si1,shape,1,,"*sample form (1: single phase(bulk),2: multi phase (bulk),3: single crystal(bulk) ,4:film,5:film(single))"
Paper_DB/Paper_4.pdf,Hf1Rh1Si1,temperature independent term in susceptibility,0.00013,emu/mol,"The static magnetic susceptibility, $\chi(0)$, representing the term in susceptibility that is independent of temperature, often associated with Temperature Independent Paramagnetism (TIP)."
Paper_DB/Paper_4.pdf,Hf1Rh1Si1,lattice constant a,6.4697,A,The crystallographic parameter 'a' defining the length of the unit cell along the 'a' direction.
Paper_DB/Paper_4.pdf,Hf1Rh1Si1,lattice constant b,3.8995,A,"The length of the unit cell edge along the 'b' direction, which defines the crystal structure geometry in condensed matter materials like superconductors."
Paper_DB/Paper_4.pdf,Hf1Rh1Si1,lattice constant c,7.4061,A,"The length of the unit cell along the c-axis, critical to the crystal structure in condensed matter physics and superconductivity."
Paper_DB/Paper_4.pdf,Hf1Rh1Si1,Tc from susceptibility measurement,2.18,K,"The critical temperature (Tc) of a superconductor as determined by the abrupt change in magnetic susceptibility, which signifies the onset of perfect diamagnetism and the superconducting state."
Paper_DB/Paper_4.pdf,Hf1Rh1Si1,Tc (of this sample) recommended,2.18,K,The recommended superconducting critical temperature ($T_c$) specific to the sample.
Paper_DB/Paper_4.pdf,Hf1Rh1Si1,method of Hc1 derivation,"M-H curve, Linear approx.",Oe,"method of Hc1 derivation (1.magnetization, 2.ac susceptibility, 3.resistivity, 4.heat capacity, 5.tunneling, 6.infrared spectroscopy, 7.thermal conductivity, 8.Raman spectroscopy , 9.nuclear magnetic resonance, 10.surface impedance, 11.neutron diffraction, 12.photoemission spectroscopy, 13.microwave transmission, 14.Others)"
Paper_DB/Paper_4.pdf,Hf1Rh1Si1,Hc1 at 0 K for poly crystal,57,Oe,Hc1 at 0 K for poly crystal
Paper_DB/Paper_4.pdf,Hf1Rh1Si1,Hc1 at given temperature for poly crystal,10,Oe,Hc1 at given temperature for poly crystal
Paper_DB/Paper_4.pdf,Hf1Rh1Si1,measuring temperature,1.7,,measuring temperature
Paper_DB/Paper_4.pdf,Hf1Rh1Si1,method of Hc2 derivation,Linear approx.,T,method of Hc2 derivation
Paper_DB/Paper_4.pdf,Hf1Rh1Si1,Hc2 at 0 K for poly crystal,0.54,T,Hc2 at 0 K for poly crystal
Paper_DB/Paper_4.pdf,Hf1Rh1Si1,resistivity at normal-T for poly crystal,67,uOhm.cm,resistivity at normal-T for poly crystal
Paper_DB/Paper_4.pdf,Hf1Rh1Si1,raw materials,"Hf(3N),Si(6N),Pt(4N),Pd(3N)",,The foundational substances used for the synthesis of a specific superconducting material.
Paper_DB/Paper_5.pdf,La1.885Sr0.115Cu1O4,common formula of materials,"(La,Sr)2CuO4",,common formula of materials
Paper_DB/Paper_5.pdf,La1.885Sr0.115Cu1O4,shape,1,,"*sample form (1: single phase(bulk),2: multi phase (bulk),3: single crystal(bulk) ,4:film,5:film(single))"
Paper_DB/Paper_5.pdf,La1.885Sr0.115Cu1O4,common name of structure,T,,"The conventional or informal name for a material's crystal structure, as commonly used within the condensed matter physics community, particularly as it relates to superconducting materials."
Paper_DB/Paper_5.pdf,La1.885Sr0.115Cu1O4,Tc from susceptibility measurement,24.7,K,"The critical temperature (Tc) of a superconductor as determined by the abrupt change in magnetic susceptibility, which signifies the onset of perfect diamagnetism and the superconducting state."
Paper_DB/Paper_5.pdf,La1.885Sr0.115Cu1O4,Tc (of this sample) recommended,24.7,K,The recommended superconducting critical temperature ($T_c$) specific to the sample.
Paper_DB/Paper_5.pdf,La1.885Sr0.115Cu1O4,"alpha in Tc = A * M^(-alpha), isotope effect",0.9,,"The exponent $\alpha$ relating the critical temperature ($T_c$) of a superconductor to the isotopic mass ($M$) as $T_c \propto M^{-\alpha}$, defining the magnitude of the isotope effect."
Paper_DB/Paper_5.pdf,La1.885Sr0.115Cu1O4,isotope element,O,,The element in a superconductor that is isotopically varied to measure the critical temperature change due to the isotope effect.
Paper_DB/Paper_5.pdf,La1.885Sr0.115Cu1O4,exchange ratio of isotope(%),85,,"The isotope shift coefficient ($\alpha$) quantifying the dependence of the superconducting transition temperature ($T_c$) on the atomic mass ($M$) of the constituent elements, where $T_c \propto M^{-\alpha}$."
Paper_DB/Paper_5.pdf,La1.885Sr0.115Cu1O4,DTC = Tc - Tc0 for isotope element,2.6,,The change in superconducting critical temperature due to the presence of an isotope element.
Paper_DB/Paper_5.pdf,La1.885Sr0.115Cu1O4,volume fraction of Meissner effect(%),12.1,,"volume fraction of Meissner effect, unit=%"
Paper_DB/Paper_5.pdf,La1.885Sr0.115Cu1O4,raw materials,"La2O3,SrCO3,CuO",,The foundational substances used for the synthesis of a specific superconducting material.
Paper_DB/Paper_5.pdf,La1.885Sr0.115Cu1O4,*preparation method,1,,The specific technique or process used to create or synthesize the material sample.
Paper_DB/Paper_5.pdf,La1.895Sr0.105Cu1O4,common formula of materials,"(La,Sr)2CuO4",,common formula of materials
Paper_DB/Paper_5.pdf,La1.895Sr0.105Cu1O4,shape,1,,"*sample form (1: single phase(bulk),2: multi phase (bulk),3: single crystal(bulk) ,4:film,5:film(single))"
Paper_DB/Paper_5.pdf,La1.895Sr0.105Cu1O4,common name of structure,T,,"The conventional or informal name for a material's crystal structure, as commonly used within the condensed matter physics community, particularly as it relates to superconducting materials."
Paper_DB/Paper_5.pdf,La1.895Sr0.105Cu1O4,Tc from susceptibility measurement,26.3,K,"The critical temperature (Tc) of a superconductor as determined by the abrupt change in magnetic susceptibility, which signifies the onset of perfect diamagnetism and the superconducting state."
