id,material_or_system,sample_label,property_name,category,value_string,value_number,units,method,notes,location.page,location.section,location.source_type,location.evidence,conditions.field_orientation,location.figure_or_table,conditions.current_direction,conditions.field,conditions.temperature,conditions.field_range,conditions.temperature_range,paper_pdf_path,validated,validator_name,validation_date,flagged
prop_T2_001,Ru7B3,,superconducting transition temperature Tc,superconducting,,2.8,K,,,5,Table II,table,"Transition temperature, Tc (K): 2.8",,Table II,,,,,,examples/extraction/assets/Paper_DB/Paper_1.pdf,,,,False
prop_T2_002,Ru7B3,,thermodynamic critical field Hc(0),superconducting,,520.0,Oe,,,5,Table II,table,Hc(0) (Oe): 520 (for [100]),[100],Table II,,,,,,examples/extraction/assets/Paper_DB/Paper_1.pdf,,,,False
prop_T2_003,Ru7B3,,thermodynamic critical field Hc(0),superconducting,,480.0,Oe,,,5,Table II,table,Hc(0) (Oe): 480 (for [001]),[001],Table II,,,,,,examples/extraction/assets/Paper_DB/Paper_1.pdf,,,,False
prop_T2_004,Ru7B3,,lower critical field Hc1(0),superconducting,,68.0,Oe,,,5,Table II,table,Hc1(0) (Oe): 68 (for [100]),[100],Table II,,,,,,examples/extraction/assets/Paper_DB/Paper_1.pdf,,,,False
prop_T2_005,Ru7B3,,lower critical field Hc1(0),superconducting,,53.0,Oe,,,5,Table II,table,Hc1(0) (Oe): 53 (for [001]),[001],Table II,,,,,,examples/extraction/assets/Paper_DB/Paper_1.pdf,,,,False
prop_T2_006,Ru7B3,,upper critical field Hc2(0),superconducting,,15.8,kOe,,,5,Table II,table,Hc2(0) (kOe): 15.8 (for [100]),[100],Table II,,,,,,examples/extraction/assets/Paper_DB/Paper_1.pdf,,,,False
prop_T2_007,Ru7B3,,upper critical field Hc2(0),superconducting,,17.2,kOe,,,5,Table II,table,Hc2(0) (kOe): 17.2 (for [001]),[001],Table II,,,,,,examples/extraction/assets/Paper_DB/Paper_1.pdf,,,,False
prop_T2_008,Ru7B3,,penetration depth λ(0),superconducting,,3110.0,Å,,,5,Table II,table,"Penetration depth, λ(0) (Å): 3110 (for [100])",[100],Table II,,,,,,examples/extraction/assets/Paper_DB/Paper_1.pdf,,,,False
prop_T2_009,Ru7B3,,penetration depth λ(0),superconducting,,3520.0,Å,,,5,Table II,table,"Penetration depth, λ(0) (Å): 3520 (for [001])",[001],Table II,,,,,,examples/extraction/assets/Paper_DB/Paper_1.pdf,,,,False
prop_T2_010,Ru7B3,,coherence length ξ(0),superconducting,,144.0,Å,,,5,Table II,table,"Coherence length, ξ(0) (Å): 144 (for [100])",[100],Table II,,,,,,examples/extraction/assets/Paper_DB/Paper_1.pdf,,,,False
prop_T2_011,Ru7B3,,coherence length ξ(0),superconducting,,138.0,Å,,,5,Table II,table,"Coherence length, ξ(0) (Å): 138 (for [001])",[001],Table II,,,,,,examples/extraction/assets/Paper_DB/Paper_1.pdf,,,,False
prop_T2_012,Ru7B3,,Ginzburg–Landau parameter κ(0),superconducting,,21.6,,,,5,Table II,table,"Ginzburg–Landau parameter, κ(0): 21.6 (for [100])",[100],Table II,,,,,,examples/extraction/assets/Paper_DB/Paper_1.pdf,,,,False
prop_T2_013,Ru7B3,,Ginzburg–Landau parameter κ(0),superconducting,,25.5,,,,5,Table II,table,"Ginzburg–Landau parameter, κ(0): 25.5 (for [001])",[001],Table II,,,,,,examples/extraction/assets/Paper_DB/Paper_1.pdf,,,,False
prop_T2_014,Ru7B3,,Sommerfeld coefficient γ,thermal,,43.7,mJ/(K^2 mol),,,5,Table II,table,"T-linear coefficient, γ [mJ/(K2 mol)]: 43.7",,Table II,,,,,,examples/extraction/assets/Paper_DB/Paper_1.pdf,,,,False
prop_T2_015,Ru7B3,,Debye temperature ΘD,thermal,,640.0,K,,,5,Table II,table,"Debye temperature, ΘD (K): 640",,Table II,,,,,,examples/extraction/assets/Paper_DB/Paper_1.pdf,,,,False
prop_T2_016,Ru7B3,,superconducting energy gap Δ(0),superconducting,,0.38,meV,,,5,Table II,table,"Superconducting energy gap, Δ(0) (meV): 0.38",,Table II,,,,,,examples/extraction/assets/Paper_DB/Paper_1.pdf,,,,False
prop_T2_017,Ru7B3,,specific heat jump ΔCe/(γTc),superconducting,,1.4,,,,5,Table II,table,ΔCe/γTc: 1.4,,Table II,,,,,,examples/extraction/assets/Paper_DB/Paper_1.pdf,,,,False
prop_T2_018,Ru7B3,,gap ratio 2Δ(0)/(kB Tc),superconducting,,3.3,,,,5,Table II,table,2Δ(0)/kBTc: 3.3,,Table II,,,,,,examples/extraction/assets/Paper_DB/Paper_1.pdf,,,,False
prop_F1_001,Ru7B3,,space group,structural,P63mc,,,,,3,3.1 Crystal structure,figure,Fig. 1. (Color online) Crystal structure of Ru7B3 with a space group of P63mc.,,Fig. 1,,,,,,examples/extraction/assets/Paper_DB/Paper_1.pdf,,,,False
prop_F1_002,Ru7B3,,crystal structure,structural,hexagonal unit cell,,,,,3,3.1 Crystal structure,figure,The black lines show the hexagonal unit cell.,,Fig. 1,,,,,,examples/extraction/assets/Paper_DB/Paper_1.pdf,,,,False
prop_F1_003,Ru7B3,,atom type of large spheres,structural,Ru atoms,,,,,3,3.1 Crystal structure,figure,Large spheres correspond to Ru atoms,,Fig. 1,,,,,,examples/extraction/assets/Paper_DB/Paper_1.pdf,,,,False
prop_F1_004,Ru7B3,,atom type of small spheres,structural,B atoms,,,,,3,3.1 Crystal structure,figure,small ones to B atoms,,Fig. 1,,,,,,examples/extraction/assets/Paper_DB/Paper_1.pdf,,,,False
prop_F2_001,Ru7B3,polycrystal,applied magnetic field,experimental_condition,,10.0,Oe,dc magnetic susceptibility,,3,3.2 Magnetic response,figure,under an applied magnetic field of 10 Oe for polycrystalline and single-crystal samples of Ru7B3,,Fig. 2,,,,,,examples/extraction/assets/Paper_DB/Paper_1.pdf,,,,False
prop_F2_002,Ru7B3,single crystal,applied magnetic field,experimental_condition,,10.0,Oe,dc magnetic susceptibility,,3,3.2 Magnetic response,figure,under an applied magnetic field of 10 Oe for polycrystalline and single-crystal samples of Ru7B3,,Fig. 2,,,,,,examples/extraction/assets/Paper_DB/Paper_1.pdf,,,,False
prop_F2_003,Ru7B3,polycrystal,normalization temperature,experimental_condition,,1.8,K,dc magnetic susceptibility,,3,3.2 Magnetic response,figure,Temperature dependence of magnetic susceptibility χ(T) normalized by χ(T = 1.8 K),,Fig. 2,,,,,,examples/extraction/assets/Paper_DB/Paper_1.pdf,,,,False
prop_F2_004,Ru7B3,single crystal,normalization temperature,experimental_condition,,1.8,K,dc magnetic susceptibility,,3,3.2 Magnetic response,figure,Temperature dependence of magnetic susceptibility χ(T) normalized by χ(T = 1.8 K),,Fig. 2,,,,,,examples/extraction/assets/Paper_DB/Paper_1.pdf,,,,False
prop_F3_001,Ru7B3,,field orientation,experimental_condition,H ∥ [001],,,magnetization M(H),,3,3.2 Magnetic response,figure,Magnetization curves vs magnetic fields M(H) at several temperatures along [001] and [100].,,Fig. 3,,,,,,examples/extraction/assets/Paper_DB/Paper_1.pdf,,,,False
prop_F3_002,Ru7B3,,field orientation,experimental_condition,H ∥ [100],,,magnetization M(H),,3,3.2 Magnetic response,figure,Magnetization curves vs magnetic fields M(H) at several temperatures along [001] and [100].,,Fig. 3,,,,,,examples/extraction/assets/Paper_DB/Paper_1.pdf,,,,False
prop_F4_001,Ru7B3,,resistivity measurement temperature range,experimental_condition,2.0–300 K,,,electrical resistivity ρ(T),,3,3.3 Electrical resistivity,figure,The temperature dependence of the electrical resistivity ρ(T) of Ru7B3 between 2.0 and 300 K.,,Fig. 4,,,,,,examples/extraction/assets/Paper_DB/Paper_1.pdf,,,,False
prop_F4_002,Ru7B3,,resistivity fit description,transport,solid lines are fitting results of eqs. (1) and (2),,,fit to modified parallel resistor model,,3,3.3 Electrical resistivity,figure,The solid lines are the fitting results of eqs. (1) and (2).,,Fig. 4,,,,,,examples/extraction/assets/Paper_DB/Paper_1.pdf,,,,False
prop_F5_001,Ru7B3,,specific heat measurement field,experimental_condition,,0.0,kOe,specific heat C(T),,4,3.4 Specific heat,figure,The down panel shows the temperature dependence of the specific heat C under 0 and 20 kOe.,,Fig. 5,,,,,,examples/extraction/assets/Paper_DB/Paper_1.pdf,,,,False
prop_F5_002,Ru7B3,,specific heat measurement field,experimental_condition,,20.0,kOe,specific heat C(T),,4,3.4 Specific heat,figure,The down panel shows the temperature dependence of the specific heat C under 0 and 20 kOe.,,Fig. 5,,,,,,examples/extraction/assets/Paper_DB/Paper_1.pdf,,,,False
prop_F5_003,Ru7B3,,specific heat representation,thermal,Ce/T vs T for Ru7B3 with comparison to weak-coupling BCS theory,,,specific heat Ce/T,,4,3.4 Specific heat,figure,The upper panel shows the temperature dependence of the specific heat Ce/T of Ru7B3. The solid line represents Ce expected from the weak-coupling BCS theory.,,Fig. 5,,,,,,examples/extraction/assets/Paper_DB/Paper_1.pdf,,,,False
prop_F6_001,Ru7B3,,measurement temperature,experimental_condition,,0.45,K,γ(H) from specific heat,,4,3.4 Specific heat,figure,Magnetic field dependence of γ(H) as a function of magnetic field at T = 0.45 K.,,Fig. 6,,,,,,examples/extraction/assets/Paper_DB/Paper_1.pdf,,,,False
prop_F6_002,Ru7B3,,γ(H) comparison models,electronic,linear γ(H) ∝ H and nonlinear γ(H) ∝ H^{1/2} compared,,,,,4,3.4 Specific heat,figure,The solid line corresponds to the linear relation (∝ H) and the dotted line represents the nonlinear relation (∝ H^{1/2}).,,Fig. 6,,,,,,examples/extraction/assets/Paper_DB/Paper_1.pdf,,,,False
prop_F6_003,Ru7B3,,field range for C/T vs T^2,experimental_condition,0–14 kOe,,,C/T vs T^2,,4,3.4 Specific heat,figure,The inset shows C/T vs T^2 under several magnetic fields (0–14 kOe) in the lowest-temperature region along H ∥ [001].,H ∥ [001],Fig. 6,,,,,,examples/extraction/assets/Paper_DB/Paper_1.pdf,,,,False
prop_F6_004,Ru7B3,,field orientation,experimental_condition,H ∥ [001],,,C/T vs T^2,,4,3.4 Specific heat,figure,in the lowest-temperature region along H ∥ [001].,,Fig. 6,,,,,,examples/extraction/assets/Paper_DB/Paper_1.pdf,,,,False
prop_F7_001,Ru7B3,,specific heat measurement description,thermal,C/T measured under several magnetic fields,,,,,4,3.4 Specific heat,figure,Temperature dependence of the specific heat C/T of Ru7B3 under several magnetic fields.,,Fig. 7,,,,,,examples/extraction/assets/Paper_DB/Paper_1.pdf,,,,False
prop_F8_001,Ru7B3,,Hc1(T) fit function,superconducting,Hc1(T) = Hc1(0)[1 − (T/Tc)^2],,,fit of Hc1 data,,4,3.5 Upper and lower critical fields,figure,Hc1 data are fitted to the formula Hc1(T) = Hc1(0)[1 − (T/Tc)^2] (upper panel).,,Fig. 8,,,,,,examples/extraction/assets/Paper_DB/Paper_1.pdf,,,,False
prop_F8_002,Ru7B3,,Hc2(T) fit description,superconducting,Hc2(T) fitted by GL theory and compared with WHH prediction,,,fit of upper critical field Hc2(T),,4,3.5 Upper and lower critical fields,figure,The lower panel shows the temperature dependence of the upper critical field Hc2 for single-crystal Ru7B3. The solid line represents the fitting results obtained using GL theory and the dot line represents the WHH prediction.,,Fig. 8,,,,,,examples/extraction/assets/Paper_DB/Paper_1.pdf,,,,False
